FID,Price,constant,Living,quality,structure,renovation,condiction,greenspace,Traffic,VIEW,Time,X,Y
89,12.013700999999999,1.000000000000000,0.100922000000000,0.089679000000000,0.000000000000000,0.166667000000000,0.333333000000000,0.000000000000000,0.000000000000000,0.865385000000000,37972.000000000000000,439341.372115999980000,5605334.534493000200000
90,12.936033999999999,1.000000000000000,0.557739000000000,0.199703000000000,0.750000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.019231000000000,37931.000000000000000,432709.600799000010000,5603672.820078999700000
91,12.043554000000000,1.000000000000000,0.116764000000000,0.269405000000000,0.250000000000000,0.166667000000000,0.333333000000000,0.000000000000000,0.000000000000000,0.326923000000000,37462.000000000000000,438081.413084000000000,5608442.801908000400000
92,12.165251000000000,1.000000000000000,0.128093000000000,0.212091000000000,0.250000000000000,0.166667000000000,0.333333000000000,0.000000000000000,0.000000000000000,0.317308000000000,38042.000000000000000,439504.111255000000000,5607608.016477000000000
93,12.477724000000000,1.000000000000000,0.270742000000000,0.167640000000000,0.500000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.009615000000000,38058.000000000000000,444123.998245999970000,5594142.345754999700000
94,12.448627000000000,1.000000000000000,0.240660000000000,0.259963000000000,0.500000000000000,0.166667000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.096154000000000,37589.000000000000000,442815.232557000010000,5593627.628116999800000
95,12.417144000000000,1.000000000000000,0.226589000000000,0.149554000000000,0.250000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.057692000000000,37944.000000000000000,431376.860171000010000,5609052.660860000200000
96,12.873901999999999,1.000000000000000,0.562591000000000,0.290810000000000,0.500000000000000,1.000000000000000,0.666667000000000,0.600000000000000,0.000000000000000,0.153846000000000,37445.000000000000000,433911.792507999980000,5609146.996377999900000
97,12.245293000000000,1.000000000000000,0.086608000000000,0.227418000000000,0.250000000000000,0.166667000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.471154000000000,37590.000000000000000,438655.947652000000000,5606672.320038000100000
98,12.149502000000000,1.000000000000000,0.118632000000000,0.098883000000000,0.250000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.250000000000000,37995.000000000000000,439597.333522000000000,5605074.809857999900000
99,12.940841000000001,1.000000000000000,0.547065000000000,0.213454000000000,0.750000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.028846000000000,37498.000000000000000,433185.926931999970000,5603699.040129999600000
100,12.544247000000000,1.000000000000000,0.325328000000000,0.219757000000000,0.500000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.009615000000000,38049.000000000000000,432011.454442000020000,5605286.137772999700000
101,12.591335000000001,1.000000000000000,0.381611000000000,0.256130000000000,0.500000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.115385000000000,38125.000000000000000,442077.956094999970000,5596033.688900999700000
102,12.083905000000000,1.000000000000000,0.148472000000000,0.204237000000000,0.250000000000000,0.166667000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.250000000000000,37868.000000000000000,433715.262829000010000,5608139.268616000200000
103,12.028739000000000,1.000000000000000,0.134158000000000,0.097726000000000,0.250000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.048077000000000,38094.000000000000000,433216.246151000030000,5610256.710911000100000
104,11.989160000000000,1.000000000000000,0.114022000000000,0.364191000000000,0.250000000000000,0.166667000000000,0.000000000000000,0.000000000000000,0.333333000000000,0.250000000000000,37590.000000000000000,439615.397830999980000,5608385.694218000400000
105,12.634046000000000,1.000000000000000,0.466036000000000,0.237722000000000,0.500000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.019231000000000,37655.000000000000000,432712.098554999980000,5603713.257925000000000
106,12.476100000000001,1.000000000000000,0.177268000000000,0.268607000000000,0.250000000000000,0.666667000000000,0.333333000000000,0.000000000000000,0.000000000000000,0.567308000000000,37900.000000000000000,439266.562822000010000,5604561.361193999600000
107,12.165251000000000,1.000000000000000,0.232897000000000,0.123112000000000,0.250000000000000,1.000000000000000,0.333333000000000,0.000000000000000,0.333333000000000,0.076923000000000,37824.000000000000000,442665.554506000010000,5594587.622464999600000
108,12.505347000000000,1.000000000000000,0.365599000000000,0.199356000000000,0.500000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.009615000000000,38100.000000000000000,430854.111668000000000,5608429.827537000200000
109,12.190958999999999,1.000000000000000,0.184134000000000,0.115819000000000,0.250000000000000,1.000000000000000,0.333333000000000,0.000000000000000,0.000000000000000,0.067308000000000,37826.000000000000000,432736.620370000020000,5609186.206608000200000
110,12.180755000000000,1.000000000000000,0.137069000000000,0.238924000000000,0.250000000000000,0.166667000000000,0.333333000000000,0.000000000000000,0.000000000000000,0.423077000000000,37715.000000000000000,438068.614133000020000,5597241.059085000300000
111,12.095141000000000,1.000000000000000,0.095099000000000,0.109818000000000,0.250000000000000,0.500000000000000,0.333333000000000,0.000000000000000,0.000000000000000,0.038462000000000,38105.000000000000000,442575.412551000020000,5592419.425385000200000
112,12.406971000000000,1.000000000000000,0.198933000000000,0.238905000000000,0.250000000000000,0.166667000000000,0.333333000000000,0.000000000000000,0.666667000000000,0.413462000000000,38156.000000000000000,436239.967118999980000,5606528.104453000200000
113,12.691580000000000,1.000000000000000,0.324115000000000,0.405387000000000,0.500000000000000,0.500000000000000,0.333333000000000,1.000000000000000,0.000000000000000,0.298077000000000,37894.000000000000000,434436.538882000020000,5607043.471965000000000
114,12.216023000000000,1.000000000000000,0.210092000000000,0.134342000000000,0.250000000000000,1.000000000000000,0.333333000000000,0.000000000000000,0.000000000000000,0.076923000000000,37974.000000000000000,443054.645081000000000,5593781.950786000100000
115,12.223318000000001,1.000000000000000,0.243814000000000,0.120880000000000,0.500000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.019231000000000,37610.000000000000000,432941.193575999990000,5604936.217505999800000
116,13.049792999999999,1.000000000000000,0.377729000000000,0.512433000000000,0.750000000000000,0.166667000000000,1.000000000000000,0.600000000000000,0.000000000000000,0.105769000000000,37461.000000000000000,432252.469098999980000,5607841.088157000000000
117,12.571410000000000,1.000000000000000,0.459000000000000,0.235406000000000,0.500000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.105769000000000,37575.000000000000000,435833.834962999970000,5609395.261059000200000
118,12.195819999999999,1.000000000000000,0.283600000000000,0.125100000000000,0.250000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.019231000000000,37643.000000000000000,431584.071462000020000,5610139.230066999800000
119,12.124027000000000,1.000000000000000,0.192625000000000,0.088760000000000,0.250000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.019231000000000,37746.000000000000000,431157.546093999990000,5609736.287274999500000
120,12.072540999999999,1.000000000000000,0.180010000000000,0.087190000000000,0.250000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.086538000000000,37488.000000000000000,432589.700407999980000,5609300.827866000100000
121,12.323855999999999,1.000000000000000,0.187530000000000,0.245665000000000,0.250000000000000,0.166667000000000,0.333333000000000,0.000000000000000,0.333333000000000,0.336538000000000,37840.000000000000000,439098.181794999980000,5608533.743733000000000
122,12.425208000000000,1.000000000000000,0.155992000000000,0.268157000000000,0.250000000000000,0.166667000000000,0.333333000000000,0.000000000000000,0.000000000000000,0.423077000000000,37968.000000000000000,436358.772682000010000,5606166.422834999900000
123,12.439562000000000,1.000000000000000,0.391072000000000,0.201021000000000,0.500000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.009615000000000,37901.000000000000000,430077.457664999990000,5606432.586857000400000
