Price,Living,quality,structure,renovation,condiction,greenspace,Traffic,VIEW,Time,X,Y
12.669807,0.458758,0.349083,0.5,1,1,0,0,0.019231,37791,443195.55,5593461.715
11.963886,0.198205,0.122205,0.25,1,0.333333,0,0,0.019231,37488,433402.1283,5610551.208
12.25009,0.159389,0.245755,0.25,0,0.666667,0,0,0.355769,37459,438676.4757,5607876.151
12.18587,0.232169,0.095667,0.25,1,0,0,0,0.038462,37795,442565.1821,5592392.24
13.629181,0.551431,0.531021,0.75,1,1,0,0,0.115385,37855,442562.9562,5593449.871
12.072541,0.086851,0.137442,0.25,0,0.333333,0,0,0.269231,37839,433007.1986,5608166.644
12.356646,0.299854,0.181372,0.5,1,1,1,0,0.057692,38136,432978.412,5610040.02
12.190959,0.12688,0.315489,0.25,0,1,0,0,0.076923,38161,442723.9751,5594584.586
12.153452,0.214702,0.106872,0.25,1,0,0,0,0.019231,37629,431228.8485,5609647.164
12.310433,0.098011,0.268807,0,0.166667,0.333333,0,0,0.528846,37900,437501.175,5604920.077
12.317167,0.232411,0.165974,0.5,1,1,0,0,0.076923,37525,433766.4314,5609973.895
12.50337,0.372635,0.190859,0.5,1,1,0.6,0,0.019231,37453,432785.1954,5604117.998
12.154485,0.230713,0.140806,0.25,1,0,0,0,0.009615,38061,443031.362,5594494.839
12.710746,0.241388,0.200764,0.5,0.166667,1,0,0,0,38071,433271.7616,5602214.664
12.653958,0.221494,0.277972,0.5,0.166667,1,0,0,0.125,37839,433722.9944,5601223.237
11.876791,0.130034,0.159465,0.25,0.166667,0,0,0,0.375,37540,438768.885,5597783.97
12.088977,0.155992,0.245742,0.25,0.5,0,0,0.333333,0.25,37796,434095.3102,5608435.202
12.69158,0.214702,0.352543,0.25,0.166667,0.333333,0,0,0.471154,37799,436900.8345,5604846.096
12.69158,0.30131,0.089364,0.5,1,1,0,0,0.057692,37587,438057.931,5605022.937
12.496875,0.220039,0.301751,0.25,0.166667,0.333333,0,0,0.365385,37694,435342.8394,5606385.823
12.817855,0.299612,0.247794,0.5,0.166667,1,0,0.333333,0.009615,37792,432645.0291,5603614.298
12.301383,0.184377,0.180066,0.25,0.166667,1,1,0,0.144231,37638,432464.3146,5608616.158
12.535376,0.195536,0.223533,0.25,0.166667,1,0,0.666667,0.442308,37813,436199.1593,5603891.57
12.943237,0.255216,0.30972,0.75,0.166667,1,0,0.333333,0.028846,37644,433832.6995,5602161.52
12.278393,0.047065,0.266678,0,0.166667,0,0,0,0.557692,38078,439195.6453,5605352.518
12.534653,0.371907,0.21723,0.5,1,1,0,0,0.019231,37527,432212.4724,5601188.54
12.028685,0.15114,0.077723,0.25,1,0,0,0,0.009615,38140,443343.2835,5594724.208
12.025749,0.151625,0.175718,0.25,0.5,0,0,0,0.230769,38076,438975.4726,5609250.775
12.239575,0.294032,0.12474,0.25,1,1,0,0,0.009615,37841,443993.377,5594010.992
12.821258,0.416788,0.261558,0.5,1,1,0,0.333333,0.028846,37998,433314.0309,5609696.556
12.504324,0.34983,0.243536,0.5,1,1,0.4,0.666667,0.057692,37634,432749.0238,5601390.647
12.547529,0.37312,0.221603,0.5,1,1,0,0,0,38149,431993.1692,5605085.436
11.95118,0.130277,0.10583,0.25,0.166667,0,0,0.333333,0.403846,37797,437880.154,5605437.292
12.730801,0.3787,0.420386,0.5,1,1,0,0.333333,0.269231,37692,434565.7448,5607079.531
12.834681,0.226346,0.322307,0.25,0.166667,1,0,0,0.403846,37792,437455.3433,5606266.726
12.425208,0.256186,0.161813,0.25,1,1,0,0,0.028846,37800,432473.7277,5610165.689
12.911642,0.342795,0.190537,0.75,1,1,0,0,0.009615,38105,433048.785,5604640.213
12.505807,0.240902,0.232505,0.5,0.166667,1,0,0,0.019231,37461,430368.6057,5606553.31
12.230765,0.152838,0.102099,0.5,0.166667,0.333333,0,0,0.019231,37572,433488.2317,5604484.469
12.186604,0.192625,0.076713,0.25,1,0,0,0,0.009615,38062,431039.0808,5609752.853
12.644821,0.38064,0.174188,0.5,1,1,0,0,0,38091,432827.2969,5604885.117
12.205573,0.217613,0.252071,0.25,0.166667,0,0,0,0.346154,38034,438503.3102,5608107.477
12.122691,0.142649,0.193322,0.25,0.5,0.333333,0,0.333333,0.105769,37525,441352.2691,5598309.094
11.950851,0.148957,0.157735,0.25,0.166667,0.333333,0,0,0.307692,37476,439306.4805,5608745.688
12.319401,0.30131,0.158989,0.25,1,1,0,0,0.028846,37845,432262.9097,5610259.256
12.323856,0.323144,0.26752,0.5,1,1,0,0,0.076923,38156,442435.6796,5594094.791
12.413944,0.312955,0.192313,0.5,1,1,0,0,0.009615,37881,433418.9833,5602390.561
12.553926,0.372392,0.263539,0.5,1,1,0,0,0.028846,37678,432965.2576,5603819.29
12.594731,0.4459,0.302027,0.5,1,1,0,0,0.144231,38111,435164.03,5609208.634
12.594731,0.444202,0.233689,0.5,1,1,0,0,0.144231,37609,435688.3239,5609304.629
12.254863,0.161815,0.245504,0.25,0.166667,0.333333,0,0,0.336538,37670,438591.3507,5608592.163
12.382125,0.296215,0.173815,0.5,1,1,0,0.333333,0.057692,38120,442514.2728,5595001.659
12.360937,0.181223,0.252052,0.25,0,0.333333,0.6,0,0.298077,37950,433815.6245,5607226.989
12.170751,0.200631,0.118591,0.25,1,0,0,1,0.009615,38051,442877.0222,5592291.708
12.387977,0.31919,0.186807,0.5,1,1,0,0,0.019231,37702,433126.1394,5604606.209
12.478277,0.364629,0.35354,0.5,1,1,0,0,0.019231,37606,433526.6065,5602372.024
12.610918,0.229015,0.317554,0.5,0.166667,1,0,0,0.019231,37676,431009.9337,5608119.684
12.614866,0.47671,0.375904,0.5,1,1,0,0,0.115385,38146,436009.1855,5609396.32
12.254863,0.141679,0.262934,0.25,0.166667,0.333333,0,0,0.375,37960,437702.8795,5597070.446
12.468437,0.371907,0.212071,0.5,1,1,0,0,0.173077,37590,434401.7059,5602147.713
12.386137,0.33212,0.144325,0.5,1,1,0,0.333333,0.009615,38100,442273.2208,5591906.979
12.487485,0.178554,0.256753,0.25,0.166667,0.333333,0,0,0.423077,37870,436493.1122,5606039.465
12.001505,0.18559,0.175024,0.25,1,0,0,0,0.105769,37711,441657.2163,5598282.402
12.718896,0.389131,0.257905,0.5,1,1,0,0,0.144231,37756,434320.1158,5601723.254
12.154779,0.177584,0.199407,0.25,0,0.666667,0,0.333333,0.221154,37527,438044.7187,5608998.806
12.25009,0.208879,0.090799,0.25,1,0,0,0,0.221154,38056,434462.543,5603187.43
12.897323,0.304779,0.323542,0.75,0.166667,1,0,0,0.019231,37606,430339.0466,5606917.419
12.725158,0.387918,0.231065,0.5,1,1,0,0,0.019231,37741,432866.9129,5603571.123
12.196022,0.142407,0.267746,0.25,0.166667,0.333333,0.6,0.333333,0.432692,37818,438434.0904,5598968.527
12.150613,0.197234,0.077723,0.25,1,0,0,0,0,38159,443529.0912,5594664.267
12.345835,0.243086,0.089532,0.25,1,0.333333,0,0,0.134615,37439,438972.5422,5605402.431
12.196022,0.134401,0.11823,0.25,0,0.333333,0,0,0.067308,38050,443030.9577,5593721.894
12.337101,0.215187,0.252026,0.5,0.166667,1,0,0,0.230769,37743,434761.7114,5608730.581
12.245293,0.195536,0.252026,0.25,0.166667,0,0,0.333333,0.288462,37893,433290.0854,5607553.731
12.273731,0.267831,0.317927,0.25,1,1,0,0,0.057692,37758,441629.2219,5596550.648
12.369466,0.306647,0.127827,0.25,1,1,0,0,0.009615,38057,443988.7007,5594142.886
12.250836,0.321689,0.170277,0.25,1,1,0,0,0.019231,37527,432847.9722,5604033.218
12.460715,0.159631,0.2962,0.25,0.166667,0.333333,0,0,0.490385,37440,436750.592,5604506.304
12.095141,0.116448,0.275226,0.25,0.166667,0.333333,0,0,0.384615,37490,439770.6652,5597963.428
12.584509,0.33212,0.232608,0.5,1,1,0.6,0,0.182692,37746,432389.2476,5608059.151
12.128111,0.094129,0.128277,0.25,0.166667,0.333333,0,0,0.894231,37685,439299.8796,5605461.031
12.308169,0.291849,0.206726,0.25,1,1,0,0,0.009615,37775,433500.8138,5610604.558
12.204341,0.152838,0.125897,0.5,0.166667,0.333333,0,0,0.019231,37643,433487.5167,5604434.671
12.138864,0.140708,0.209492,0.25,0.166667,0.333333,0,0,0.432692,37860,439252.314,5598872.402
12.392552,0.310044,0.1733,0.25,1,1,0,0.333333,0.076923,38167,432242.6912,5608786.01
12.487485,0.249879,0.563225,0.25,0.166667,0.333333,0,1,0.403846,37586,438133.1577,5606786.082
12.227188,0.260068,0.159517,0.25,1,1,0,0,0.019231,37649,433434.2769,5610375.585
11.97035,0.140708,0.121948,0.25,0,0,0,0,0.336538,37502,435331.6088,5607543.69
11.82041,0.115963,0.127338,0.25,0,0,0,0,0.288462,37449,433487.5461,5607610.823
12.713757,0.407084,0.246302,0.5,1,1,0,0,0.019231,37763,431071.6541,5608026.234
12.498742,0.256186,0.231264,0.25,0.166667,0.666667,0,0,0.278846,37919,438423.1926,5607534.386
12.564621,0.289617,0.268858,0.25,0.666667,0,0,0,0.711538,37930,438568.4515,5604678.918
12.271167,0.275109,0.160063,0.25,1,1,0,0.666667,0.009615,38052,443717.8136,5593982.091
12.366247,0.307132,0.146839,0.25,1,1,1,0,0.019231,37761,431128.5768,5608064.343
12.109011,0.13804,0.160012,0.25,0.166667,0.333333,1,0.666667,0.307692,37719,439380.4967,5608789.936
12.32829,0.150898,0.297113,0.25,0.166667,0.333333,0,0.333333,0.461538,37743,438871.6643,5607246.766
12.254863,0.226346,0.178864,0.25,1,1,0,0.333333,0.115385,38135,441227.953,5597654.504
12.41801,0.405143,0.17705,0.5,1,1,0,0,0.019231,37636,430047.474,5606050.687
12.348006,0.253033,0.136812,0.5,1,0.666667,0,0,0.076923,37790,430970.4281,5608631.033
12.711383,0.496361,0.257924,0.5,1,1,0,0,0.086538,37551,435016.9464,5610041.403
12.390475,0.30034,0.140356,0.5,1,1,0,0,0.086538,37644,433892.032,5601011.867
12.413087,0.331393,0.202655,0.5,1,1,0,0,0.125,37789,440815.2223,5597843.112
12.577636,0.172489,0.238873,0.25,0.166667,0.333333,1,0,0.442308,38104,437581.9681,5605959.7
12.388394,0.282145,0.20488,0.25,1,1,0,0,0.028846,38001,434103.8352,5610618.454
12.083905,0.146312,0.284822,0.25,0.166667,0,0,0,0.336538,38119,438315.9325,5608568.606
11.982929,0.214944,0.083666,0.25,1,0,1,0.333333,0.240385,37775,434959.9651,5608397.129
12.506177,0.375061,0.293904,0.5,1,1,0,0,0.125,37466,431966.8329,5608794.363
12.531773,0.28918,0.14455,0.5,1,1,0.6,0,0.019231,37846,429956.5783,5606510.236
12.128111,0.170306,0.089486,0.25,0.166667,0,0,0,0.855769,37599,438430.318,5604182.173
12.632082,0.40854,0.251801,0.5,1,1,0,0,0.009615,38127,436152.9972,5610980.793
12.361815,0.325813,0.177223,0.25,0.166667,0,0,0,0.009615,38007,443147.0564,5594431.609
12.404514,0.288937,0.158057,0.25,1,1,0,0,0.019231,37928,432393.01,5604846.772
12.205573,0.192625,0.165254,0.25,1,1,0,0,0.057692,37866,443495.8639,5594209.896
12.594731,0.265648,0.483946,0.5,0.166667,1,0,0,0.048077,37541,442325.9247,5593857.193
12.260315,0.244299,0.14455,0.25,1,1,0,0,0.019231,37699,431078.9141,5608106.771
12.367341,0.275109,0.130792,0.5,1,0.666667,0,0,0.230769,38012,433846.6201,5604226.322
12.763102,0.399442,0.247138,0.5,1,1,0.6,0,0.019231,37562,433182.9483,5604606.48
12.429216,0.138768,0.227128,0.25,0.166667,0.333333,0,0,0.423077,38065,436438.3864,5606091.396
12.054843,0.205725,0.226717,0.25,1,0.333333,1,0,0.019231,37442,433397.4759,5610488.063
12.254863,0.102135,0.197175,0.25,0.166667,0.333333,0,0,0.730769,38000,439286.3727,5604324.305
12.493625,0.35638,0.19832,0.5,1,1,0,0,0.019231,37791,433064.4056,5604626.486
12.456831,0.157448,0.26516,0.25,0,0.333333,0,0,0.365385,37518,435003.236,5606853.342
12.128419,0.212033,0.115214,0.25,1,0,0,1,0.009615,37985,442882.6312,5592282.377
12.061047,0.115963,0.117259,0.25,0,0,0,0,0.288462,37838,434382.997,5607966.104
12.341477,0.326055,0.175815,0.25,1,1,0,0,0.028846,37642,430908.5231,5610411.561
12.193494,0.185832,0.185167,0.25,0.166667,0,1,0,0.240385,37823,439254.6333,5608901.012
12.117241,0.169335,0.157079,0.25,1,0.333333,0,0,0.038462,37714,433220.681,5610502.271
12.560244,0.118147,0.358229,0.25,0.166667,0.333333,0,0,0.471154,38044,436801.1353,5605383.89
12.660328,0.475255,0.212078,0.5,1,1,1,0,0.125,37855,440856.2502,5597808.265
12.21106,0.096094,0.270852,0,0.166667,0.333333,0,0,0.490385,37917,438641.6833,5605612.593
12.190959,0.216157,0.132966,0.25,1,0.333333,0,0,0.096154,37942,442805.1827,5594237.881
12.301383,0.299612,0.171994,0.5,1,1,0,1,0.076923,37939,431165.1529,5606438.47
12.421184,0.352014,0.177995,0.25,1,1,0,0,0.038462,37855,431769.5984,5610497.879
12.25009,0.21179,0.271759,0.25,0.166667,0.333333,0,0,0.298077,37609,433650.047,5607162.941
12.513557,0.362931,0.243665,0.5,1,1,0,0,0.096154,37931,434625.2098,5609972.344
12.629191,0.229258,0.212541,0.5,0.166667,1,0.6,0,0,38015,431694.5978,5610701.918
12.259613,0.164241,0.272865,0.25,0.166667,0.333333,0,0.666667,0.413462,37973,436669.4741,5606732.104
12.97154,0.489326,0.251949,0.75,1,1,0.2,0,0.019231,37986,434951.5369,5610647.442
12.487485,0.337458,0.164102,0.5,1,1,0,0,0.038462,37650,433284.9834,5604350.216
12.444692,0.423823,0.189573,0.5,1,1,0,0,0.028846,37712,430689.5056,5610584.571
12.7513,0.443717,0.332263,0.5,1,1,0.6,0.333333,0.192308,37896,433806.405,5603141.437
12.05064,0.121786,0.128605,0.25,0,0,0,0,0.019231,37627,444173.5614,5593553.153
12.154779,0.136099,0.111619,0.25,0,0,0,0,0.057692,38166,442781.2409,5594771.726
12.345835,0.233624,0.151207,0.25,1,1,0,1,0.067308,38000,442749.5532,5595161.592
12.440354,0.367783,0.166219,0.5,1,1,0,0,0.019231,38020,432592.9238,5610367.121
12.32829,0.300582,0.195368,0.25,1,1,0,0.333333,0.096154,37665,442575.0888,5594192.55
12.358794,0.308588,0.23302,0.5,1,1,0,0,0.182692,37475,434726.6314,5609212.418
12.577636,0.190636,0.119504,0.5,0.833333,0.333333,0,0,0.884615,37789,438875.8479,5604780.07
12.686954,0.22295,0.060247,0.25,1,1,1,0,0.201923,37782,437183.722,5604249.663
12.154779,0.155507,0.221455,0.25,0.166667,1,0.6,0,0.336538,37880,438165.2894,5596941.918
12.282571,0.243328,0.682793,0.25,1,1,1,1,0.057692,37498,441012.2898,5596603.848
12.25009,0.108443,0.211396,0.25,0.166667,0.333333,0,0.333333,0.884615,38114,439307.5219,5604433.946
12.449019,0.347162,0.276602,0.5,1,0.333333,0,0,0.057692,37601,443268.3959,5593697.528
12.230765,0.155264,0.264478,0.25,0.166667,0.333333,0.4,0.666667,0.326923,37799,438080.8111,5608354.494
12.431996,0.267589,0.153554,0.5,1,0.333333,0,0,0.019231,37650,433363.208,5604636.945
13.076439,0.452935,0.269971,0.75,1,1,1,0,0.019231,37504,432330.5334,5601361.678
12.443119,0.259825,0.186427,0.5,1,1,0,0,0.201923,37541,433990.2397,5603347.505
12.767116,0.485687,0.481643,0.5,1,1,1,0,0.105769,37806,435081.1835,5610064.502
12.106252,0.129549,0.222819,0.25,0.166667,0.333333,0.6,0.333333,0.317308,37743,439472.5561,5607340.427
12.481809,0.34886,0.163787,0.5,1,1,0,0,0.057692,37460,432425.5473,5609664.35
11.928064,0.154294,0.066988,0.25,1,0,0,0,0.019231,37839,443559.3078,5594578.395
11.982929,0.137069,0.271701,0.25,0.166667,0.333333,0,0,0.346154,37467,438616.7805,5608235.154
12.914108,0.454148,0.291871,0.5,1,1,0,0,0.115385,37565,442648.3788,5593861.457
12.122691,0.194323,0.097694,0.25,1,0.333333,0,0,0.076923,37949,442833.7257,5594367.241
11.964001,0.102644,0.173313,0.25,0,1,0,0.333333,0.211538,37532,441059.5645,5598231.415
12.520883,0.284085,0.288044,0.25,0.166667,1,0,0,0.442308,37940,437953.2377,5597522.127
12.345835,0.189471,0.271624,0.25,0,0.666667,0,0,0.278846,37977,433522.0463,5607938.288
12.240474,0.196992,0.244912,0.25,0,0.666667,0,0,0.317308,37498,437691.1067,5597422.215
13.254253,0.329937,0.392819,1,0.166667,1,0.8,0,0.019231,37534,432505.2407,5600955.871
12.429216,0.273654,0.436505,0.5,1,1,0,0,0.240385,38120,434229.1735,5608379.624
12.095141,0.14556,0.111927,0.25,1,0,0,0,0.201923,38090,434828.2762,5609505.296
12.242887,0.29476,0.143906,0.25,1,1,0,0.333333,0.048077,37967,442600.3094,5592303.743
12.879017,0.474527,0.220137,0.75,1,1,0,0,0.048077,37670,442411.2676,5594940.065
12.535376,0.337458,0.134818,0.5,1,1,0,0,0.009615,38078,433407.1694,5602378.412
12.660328,0.391315,0.314351,0.5,1,1,0,0,0,38163,431815.9965,5610432.474
12.18587,0.130519,0.112751,0.25,0.166667,0.333333,0,0.333333,0.403846,38110,437635.6733,5605228.88
12.297434,0.293547,0.172207,0.25,1,1,0,0,0.019231,37541,430704.9944,5610453.918
12.672034,0.381853,0.230737,0.5,1,1,0,0,0,38124,432002.1064,5610375.027
12.043554,0.118147,0.110962,0.25,0.5,0,0,0.666667,0.048077,37527,442730.1871,5595046.087
12.319401,0.066715,0.178999,0,0.166667,0.333333,0,0,0.576923,37531,439262.0102,5604498.288
12.429216,0.293062,0.2575,0.5,1,1,1,0,0.153846,38155,433682.4127,5609373.705
12.111762,0.196264,0.108634,0.25,1,0,1,0,0.038462,37525,430960.3013,5609364.811
13.054085,0.299369,0.25566,0.75,0.166667,1,0.2,0,0.057692,37764,435553.4952,5610223.88
12.367341,0.322659,0.230319,0.5,1,1,0,0,0.076923,37686,431773.557,5608687.858
12.312682,0.192382,0.198481,0.25,0,0.333333,0,0,0.067308,37566,443152.3205,5593937.158
12.301383,0.28918,0.169222,0.25,1,1,0,0,0.153846,37736,432383.2265,5608610.946
12.820988,0.505337,0.222369,0.75,1,1,0,0,0.019231,38096,432820.3011,5605195.729
12.235311,0.238719,0.113863,0.25,1,0,0,0,0.009615,38140,442813.1791,5592257.51
12.098209,0.160359,0.107772,0.25,1,0.333333,0,0,0.105769,37811,441540.9817,5598377.816
13.527828,0.475497,0.402081,1,1,1,0,0,0.057692,37778,442650.9204,5593637.206
12.125405,0.221252,0.107451,0.25,1,0,0,0,0.038462,37698,433246.7926,5610478.026
12.873902,0.473314,0.339821,0.75,1,1,0.6,0,0.009615,38065,431761.1105,5610320.431
12.022751,0.253275,0.127975,0.25,1,1,0,0,0.115385,37452,441472.6283,5597826.31
12.779873,0.375546,0.194538,0.75,1,1,0,0,0.028846,38152,432942.0975,5605080.922
12.078239,0.178797,0.163427,0.25,1,0.333333,0,0.333333,0.211538,37461,442364.9954,5592962.655
12.32829,0.221494,0.15156,0.25,1,1,0,0,0.048077,37708,432779.0059,5609898.29
12.69158,0.358079,0.380084,0.5,1,1,0.6,0,0.144231,37783,442175.8502,5593522.88
12.611538,0.18098,0.268884,0.25,0.166667,0.333333,0,0,0.711538,37609,438630.4708,5604649.11
12.354113,0.295488,0.134387,0.25,1,1,0,0,0.009615,37823,431336.0633,5607993.861
12.190959,0.247938,0.110962,0.25,1,0,0,0,0.057692,37970,442637.402,5594927.243
12.254863,0.120815,0.13031,0.25,0,1,0,0,0.336538,38166,435338.0554,5607522.466
12.025749,0.127851,0.186299,0.25,0,0,0,0.333333,0.259615,37726,433384.7442,5608589.29
12.20106,0.146046,0.224253,0.25,0.166667,1,0,0,0.413462,37505,439320.9512,5598062.952
12.811754,0.593304,0.237831,0.5,1,1,0.6,0,0.173077,38152,433711.8675,5603416.96
12.323856,0.164726,0.137423,0.25,0,0.333333,0,0,0.048077,37613,443240.9829,5594078.327
12.460354,0.391606,0.235882,0.5,1,1,0,0,0.019231,37691,430682.2114,5610528.054
12.259613,0.218583,0.143443,0.25,1,1,0,0,0.086538,37838,432658.7123,5609338.265
11.938193,0.091946,0.117671,0.25,0.5,0.666667,0,1,0.365385,37523,438116.5582,5606640.573
12.354493,0.323387,0.145186,0.5,1,1,0,0,0.076923,38043,430982.3777,5608686.708
12.724459,0.454876,0.265469,0.5,1,1,0,0,0.019231,37579,432236.988,5601032.976
12.180755,0.163028,0.268858,0.25,0.166667,0.333333,0,0,0.442308,37785,437682.0395,5598434.441
12.714395,0.357836,0.216857,0.5,1,1,1,0.333333,0.038462,37868,430287.5891,5606532.249
12.223608,0.27147,0.142717,0.25,1,1,1,0.333333,0.019231,37526,431232.546,5608215.392
12.456831,0.396895,0.226627,0.5,1,1,0,0,0.086538,37912,431184.6384,5606767.465
12.273731,0.100922,0.268614,0.25,0.166667,0.333333,0,0,0.548077,37527,439319.5807,5605334.557
12.632288,0.45706,0.267726,0.5,1,1,0,0,0.019231,37502,431847.7241,5609828.228
12.971308,0.535177,0.21157,0.75,1,1,0,0,0.019231,37662,433355.2433,5601969.804
12.278393,0.137069,0.297962,0.25,0.166667,0.333333,0,0.666667,0.5,37909,439118.5603,5606390.341
12.273731,0.222707,0.283658,0.25,0.166667,0.333333,0,0,0.903846,37707,439434.5411,5604884.512
12.25009,0.094299,0.089538,0.25,0,0.333333,0,0,0.240385,37708,438636.6719,5604889.849
12.509505,0.377244,0.294451,0.5,1,1,0,0,0.182692,37804,434334.4866,5609177.266
12.240474,0.196749,0.097153,0.25,0,0.333333,0,0.666667,0.240385,38030,438925.8535,5604969.671
12.76608,0.516739,0.199877,0.5,1,0.333333,0,0,0.057692,37931,443187.3366,5593877.532
12.345835,0.1082,0.226948,0.25,0.166667,0.333333,0,0,0.471154,38003,439950.9053,5604808.629
11.931636,0.190927,0.152911,0.25,0.666667,0,0,0.333333,0.317308,37574,438888.6149,5598273.276
12.281421,0.391557,0.201021,0.25,1,1,0,0,0.019231,37648,432462.7439,5605141.404
12.435703,0.35638,0.146479,0.25,1,1,0,0,0.019231,38106,430858.1755,5610755.463
12.345835,0.202572,0.188183,0.25,0,0.666667,1,0,0.096154,37890,442756.8523,5595715.691
12.262878,0.2705,0.143521,0.25,1,0.333333,0,0.333333,0.009615,38100,443137.3258,5593405.237
12.213545,0.201601,0.12474,0.25,1,1,0,0,0.067308,37935,442775.1905,5594771.768
12.891692,0.263222,0.272093,0.5,0.166667,1,0,0,0.009615,38065,433393.3784,5601783.321
12.18587,0.155264,0.173126,0.25,0.166667,0.333333,0,0,0.25,37711,433400.0939,5608325.419
13.263856,0.506065,0.416617,0.75,1,1,1,0,0.009615,37992,432285.6001,5601334.004
12.301383,0.254246,0.089577,0.25,1,0.333333,0,0.666667,0.134615,37824,438408.6295,5604972.26
12.22408,0.242843,0.133487,0.25,1,1,0,0,0.019231,37755,432460.3041,5604879.521
12.502095,0.29755,0.158989,0.5,1,1,0,0,0.048077,38097,430903.5246,5610372.101
12.860999,0.322416,0.110885,0.5,1,0.333333,0,0.333333,0.086538,38164,437338.7093,5604078.504
12.405837,0.342552,0.215255,0.5,1,1,0,0.333333,0.105769,37917,441855.8615,5595629.844
12.031719,0.119117,0.140935,0.25,0.166667,0.333333,0,0.666667,0.317308,37588,434901.4675,5607541.929
12.879655,0.429646,0.212084,0.5,1,1,0,0,0.009615,38168,432125.5654,5601157.672
12.128111,0.169335,0.229379,0.25,0,1,0,0.333333,0.125,37441,441355.0402,5597868.181
12.049419,0.170063,0.130914,0.25,1,1,0,0,0.076923,37918,442790.3907,5594497.565
12.452933,0.065017,0.380953,0,0.166667,0.333333,0,0.666667,0.567308,37779,437537.7678,5603473.334
12.598115,0.195536,0.217243,0.5,0.166667,1,0,0,0.019231,37812,431772.5777,5610693.861
11.982929,0.147501,0.156526,0.25,0.5,0,0,1,0.211538,37446,442813.7854,5593133.226
12.154779,0.119093,0.089622,0.25,0,0,0,0,0.259615,38048,438479.712,5605206.586
12.283779,0.356138,0.177995,0.5,1,1,0,0.333333,0.009615,38092,436163.9782,5610934.388
12.111762,0.164241,0.251216,0.25,0,0.333333,0,0,0.298077,37452,439488.9055,5608191.111
12.078239,0.151383,0.209132,0.25,0.166667,0.333333,0,0,0.442308,37880,438071.4516,5597604.629
12.276065,0.159874,0.268299,0.25,0.166667,0.333333,0,0,0.471154,37832,439007.5184,5606448.983
12.138864,0.177584,0.08609,0.25,1,0.333333,0,0,0.086538,37924,432603.3528,5609355.131
12.310433,0.134158,0.283156,0.25,0.166667,0.333333,0,0.666667,0.403846,37534,438087.3077,5597377.015
12.367341,0.291121,0.146498,0.25,1,1,0,0,0.009615,38152,430767.674,5609201.135
12.448627,0.316109,0.153535,0.5,1,1,1,0,0.019231,37935,444241.5934,5593557.728
12.558489,0.130131,0.178999,0.25,0.166667,0.333333,0,0,0.576923,37994,438408.1374,5604829.324
12.344782,0.252547,0.14455,0.25,1,1,0,0,0,38127,430624.5245,5608853.506
12.525068,0.402232,0.228762,0.5,1,1,0,0,0.009615,38142,431668.6783,5610824.035
12.278393,0.137069,0.224073,0.25,0.5,0.333333,0,0.666667,0.432692,37788,437087.9593,5606160.092
12.206073,0.278991,0.161427,0.25,1,1,0,0.333333,0.221154,38141,432557.4123,5608484.008
12.814558,0.48884,0.242764,0.5,1,1,0,0,0.009615,37657,432907.3948,5603588.074
12.125405,0.23605,0.168026,0.25,1,0,0,0.333333,0.019231,37510,444067.2193,5593565.533
12.429216,0.078603,0.223983,0.25,0.166667,0.333333,0,0.666667,0.538462,37918,439103.1065,5605449.951
12.377923,0.083697,0.1492,0,0.166667,0.333333,0,0,0.692308,38080,439227.4288,5604199.099
12.791078,0.392285,0.299557,0.5,1,1,0.6,0,0.019231,38168,432378.5221,5601353.906
12.062918,0.095099,0.130387,0.25,0.5,0,0,0,0.019231,37447,432318.5715,5610252.896
12.296827,0.137069,0.268305,0.25,0.166667,0.333333,0,0,0.461538,37482,438486.9713,5607144.547
12.314227,0.392528,0.189573,0.25,1,1,0,0,0.009615,37799,430673.9997,5610582.041
12.027245,0.122999,0.173146,0.25,0,0,0,0,0.259615,37607,433315.3218,5608383.92
12.606271,0.397865,0.163717,0.5,1,1,0,0,0.009615,38027,430834.637,5608380.042
12.345835,0.395973,0.217654,0.5,1,1,0,0.666667,0.240385,37817,432543.7535,5607744.93
12.357845,0.301067,0.15933,0.25,1,1,0,0,0.009615,38043,431265.4249,5607860.858
12.162643,0.207424,0.118237,0.25,1,0.333333,0,0,0.076923,37918,443046.426,5593770.004
11.8685,0.121786,0.091705,0.25,0.166667,0,0,0,0.375,37611,438217.5271,5606743.856
12.175613,0.238719,0.132207,0.25,0.5,0.333333,0,0,0.230769,37950,434808.378,5608453.686
12.388394,0.322416,0.31866,0.5,1,1,0.4,0,0.019231,37596,432773.4924,5603718.977
12.206073,0.229064,0.166399,0.25,1,1,0,0,0.153846,37544,440851.5891,5598653.287
12.398757,0.157448,0.255377,0.25,0.166667,1,0,0,0.413462,37718,436907.7965,5606474.558
12.34974,0.286026,0.143739,0.25,1,1,0,0.333333,0.019231,37853,431113.0316,5608190.069
12.031719,0.123726,0.241214,0.25,0.166667,0,0,0,0.240385,37524,434122.0417,5608175.046
12.367341,0.174915,0.214837,0.25,0,1,0,0.333333,0.019231,37943,433270.5035,5610327.765
12.505807,0.351043,0.194815,0.5,1,1,0.6,0,0.134615,37680,433948.387,5609445.41
12.154779,0.266861,0.250624,0.25,1,1,0,1,0.182692,37943,432779.2188,5608615.599
12.338779,0.356138,0.192621,0.25,1,1,0,0,0.009615,38068,432784.2335,5604826.13
