Price,Living,quality,structure,renovation,condiction,greenspace,Traffic,VIEW,Time,X,Y
12.491252,0.317322,0.246938,0.5,1,1,0,0.333333,0.105769,38006,441902.0315,5593300.141
12.524526,0.400291,0.256786,0.5,1,1,0,0,0.057692,37505,442533.259,5594676.099
12.358794,0.307132,0.192744,0.5,1,1,0,0,0.115385,37793,433585.371,5609644.886
12.388394,0.355895,0.194075,0.5,1,1,0.4,1,0.067308,37446,431349.6065,5606752.414
12.206073,0.201844,0.1178,0.25,1,0.333333,0,0,0.028846,37845,432181.1352,5609537.247
12.055023,0.133916,0.077723,0.25,0.166667,0,0,0,0.009615,38070,443351.7547,5594707.557
12.175613,0.125425,0.18563,0.25,0.166667,0.333333,1,0.333333,0.240385,37847,438148.1148,5608843.6
12.354493,0.279476,0.193432,0.5,1,1,0,1,0.028846,37772,430106.273,5606415.965
12.12757,0.153566,0.26882,0.25,0.166667,0.333333,0,0,0.432692,37456,439092.521,5598656.392
12.35643,0.127123,0.415698,0.25,0.166667,0.333333,0,0,0.548077,37697,439502.8572,5605473.465
12.388019,0.263222,0.18536,0.25,1,1,0,0,0.019231,37848,433143.4496,5610249.107
12.435198,0.296458,0.188929,0.5,1,1,0,0,0.038462,37869,433474.482,5604461.165
12.409013,0.206016,0.151625,0.5,0.166667,1,0,0,0.096154,37894,433616.412,5609865.436
11.98916,0.178797,0.128592,0.25,0,0,0,0.333333,0.240385,37816,435016.9772,5608573.278
12.567237,0.517467,0.317708,0.5,1,0,0.6,0,0.240385,37468,435536.0688,5608050.009
12.128111,0.24066,0.119375,0.25,1,0,0,0,0.096154,37770,442808.0082,5594323.906
12.301383,0.142407,0.2688,0.25,0.166667,0.333333,0,0.666667,0.471154,37826,438203.9869,5606412.325
12.247694,0.194323,0.19814,0.25,0.5,0.666667,0,0.666667,0.115385,37597,434504.2642,5609988.123
12.60987,0.448326,0.215371,0.5,1,0.333333,0,0,0.057692,37503,443359.2122,5593737.595
12.645939,0.437166,0.297306,0.5,1,1,1,0.666667,0.067308,38105,431498.2458,5609994.122
12.880292,0.231878,0.26907,0.25,0.166667,0.333333,0,0.333333,0.480769,38007,436265.9252,5604494.15
12.293639,0.286754,0.145836,0.25,1,1,0,0,0.009615,37989,430808.7122,5610759.674
12.407146,0.373362,0.260966,0.5,1,1,0,0,0.019231,37531,433699.7226,5602105.931
11.97035,0.177365,0.10756,0.25,1,0,0,0,0.230769,37741,433560.5893,5608248.046
12.013701,0.084182,0.159375,0,0.166667,0.333333,0,0,0.701923,37498,439030.9674,5604905.244
12.367341,0.266618,0.22545,0.25,0,0.666667,0,0,0,37911,434308.0777,5601817.641
12.18587,0.15672,0.220401,0.25,0,1,0,0,0.153846,37991,433758.6143,5609537.873
12.355324,0.269044,0.137996,0.25,1,1,0,0,0.009615,37950,432209.1754,5610257.847
12.319401,0.315332,0.164167,0.25,0.333333,1,0,0.666667,0.115385,37902,434538.8721,5609867.918
12.380026,0.312227,0.214123,0.25,1,1,0,0.333333,0.221154,37705,433548.0483,5609124.112
12.111762,0.146288,0.27583,0.25,0,0.666667,0,0.333333,0.365385,37688,439274.0158,5598262.505
12.446128,0.425279,0.213885,0.5,1,1,0,0,0.019231,37608,433098.4033,5604626.272
12.517227,0.155022,0.238866,0.25,0.5,0.666667,1,0,0.451923,37945,438072.9206,5605951.921
12.421184,0.326541,0.177391,0.5,1,1,0,0,0.076923,37725,442517.452,5594122.714
12.259613,0.152838,0.238905,0.25,0.166667,0,0,1,0.298077,37522,434964.8746,5606515.477
12.11997,0.196264,0.108853,0.25,1,0,0,0,0.038462,37748,430960.6458,5609321.699
12.413087,0.2836,0.25036,0.5,1,1,0,0,0.048077,37610,430981.9873,5610194.844
13.038982,0.325328,0.133757,0.75,1,0.333333,0,0,0.076923,37937,437580.6992,5603857.226
12.350173,0.33115,0.160134,0.25,1,1,0,0.333333,0.057692,37879,433882.6988,5610369.714
12.440354,0.18656,0.17642,0.25,0,1,0,0,0.019231,37870,432613.76,5610257.735
12.285346,0.126638,0.377917,0.25,0.166667,0.333333,0,0,0.442308,37973,438201.5683,5597867.405
12.190959,0.189471,0.285015,0.25,0.166667,0.666667,0,0,0.317308,38124,439245.8555,5608592.011
12.813117,0.130762,0.26891,0.25,0.166667,0.333333,0,0,0.721154,37580,438638.9617,5604073.897
12.466574,0.330665,0.228723,0.5,1,1,0,0,0.009615,37853,436408.4485,5611157.918
12.240474,0.18656,0.253833,0.25,0.166667,1,1,0.333333,0.25,37943,438150.4917,5608912.236
12.18587,0.125667,0.201362,0.25,0.166667,0.333333,0,0,0.240385,38111,434945.7052,5608477.142
12.225875,0.271955,0.508445,0.25,0.166667,0.333333,1,1,0.336538,37610,435589.6284,5607658.803
12.821258,0.425279,0.281548,0.5,1,1,0.6,0,0.038462,38070,432912.8756,5600940.848
12.619837,0.38525,0.273869,0.5,1,1,0,0,0.096154,37819,434641.1973,5609913.128
13.023599,0.469432,0.279214,0.75,1,1,0.4,1,0.009615,37971,431723.9551,5609664.935
12.344429,0.24818,0.142125,0.25,1,1,0,0,0.009615,38014,432187.821,5610267.011
12.358364,0.140223,0.268865,0.25,0.166667,0.333333,0.6,0,0.461538,37813,438427.7891,5607216.755
12.025749,0.131926,0.149399,0.25,0.166667,0.333333,0,0.666667,0.884615,37631,438820.0085,5604971.926
12.162257,0.214702,0.104968,0.25,1,0,0,0,0.019231,37691,431234.9134,5609671.441
12.940841,0.456332,0.251209,0.75,1,1,0,0,0.048077,38008,433921.4616,5602125.603
13.132314,0.518632,0.476395,0.75,1,1,0,0,0.192308,37798,435342.6982,5608772.617
12.392552,0.170063,0.308286,0.25,0,0.666667,0,0,0.307692,38111,434707.2922,5608179.342
12.242583,0.217855,0.236525,0.25,1,1,0,0,0.019231,37530,433169.0159,5604480.549
11.561716,0.110869,0.150769,0,0.166667,0,0,0,0.240385,37840,439707.0218,5608497.133
12.682307,0.385978,0.305886,0.5,1,1,0,1,0.144231,37714,441352.7741,5596371.854
12.644328,0.232654,0.191001,0.5,0.166667,1,0.4,0,0.048077,37893,433325.5717,5603716.66
11.938193,0.107472,0.177416,0.25,0.166667,0,0,0,0.365385,37804,438768.2867,5597836.292
12.230277,0.300582,0.329054,0.25,1,1,0,0,0.278846,38125,432708.1076,5607638.083
11.863582,0.164241,0.234049,0.25,1,0,0,0,0.259615,37714,438371.8409,5608977.59
12.160029,0.214702,0.127518,0.25,1,0,0,0,0.057692,38111,433160.5809,5610262.659
12.305479,0.251577,0.152975,0.25,1,1,0,0,0.019231,37672,433328.8344,5604611.21
12.28002,0.178554,0.070281,0.25,0,0,0,0,0.25,38055,436679.5264,5603668.147
12.237804,0.279476,0.156127,0.25,1,1,0,0,0.009615,37880,432347.0541,5605108.914
12.322744,0.172101,0.227,0.25,0.666667,0.333333,0,0,0.548077,37985,437291.3537,5603946.993
12.598571,0.413392,0.278493,0.5,1,1,0.6,0,0.019231,37587,430789.4355,5608364.097
12.128111,0.039787,0.257223,0.25,0.166667,0,0,0.333333,0.894231,37519,438716.2447,5605037.441
13.038982,0.286026,0.133519,0.5,1,0.333333,0,0,0.875,38114,437976.3508,5603729.805
11.973516,0.154294,0.080874,0.25,1,0,0,0,0.009615,37989,442951.2264,5593241.64
12.350173,0.327268,0.172515,0.25,1,0.666667,0,0,0.211538,37860,433682.947,5608428.746
12.337101,0.247695,0.154448,0.25,1,1,0,0.333333,0.038462,37798,442468.9269,5592287.561
12.328733,0.294517,0.19832,0.25,1,1,0,0,0.019231,37581,433072.9236,5604626.367
12.125085,0.208637,0.095732,0.25,1,0.333333,0,1,0.019231,37470,442614.9025,5592538.785
12.418248,0.360019,0.43527,0.25,1,1,0,0.333333,0.009615,37950,430775.972,5610660.362
12.198544,0.141194,0.16079,0.25,0,1,0,0,0.144231,37533,441514.7005,5598249.654
12.611538,0.126152,0.298676,0.25,0.166667,0.333333,1,0,0.480769,37939,436749.3234,5604103.003
12.26198,0.207909,0.149116,0.25,0.166667,0,0,0,0.221154,38101,434216.3522,5603688.649
12.611538,0.295973,0.089686,0.5,1,0.333333,0,0,0.019231,38014,437473.024,5604777.87
12.450978,0.323144,0.209897,0.5,1,1,0,0,0.048077,37665,432766.1053,5601388.126
12.644328,0.331223,0.304587,0.5,1,1,0,0.333333,0.355769,37873,435938.7091,5605074.492
12.18587,0.172974,0.102736,0.25,1,0.333333,0,0,0.048077,38154,433217.797,5610347.029
13.279367,0.297671,0.336804,0.75,0.166667,1,0.8,0,0.067308,37992,442296.2367,5594125.993
13.060488,0.417273,0.154519,0.75,1,0.333333,0,0.333333,0.048077,37607,437514.6726,5604197.117
12.341477,0.157205,0.311083,0.25,0.166667,0.333333,0,0.333333,0.346154,37532,435382.6998,5607605.94
12.396693,0.25934,0.132985,0.25,1,1,0,0,0.028846,37929,431359.2165,5608356.53
12.254863,0.305677,0.25339,0.25,1,1,0,0,0.115385,37662,441288.098,5597660.256
12.535182,0.342067,0.182092,0.5,1,1,0,0,0.009615,37992,443716.5748,5594017.503
12.360937,0.317807,0.19922,0.25,1,1,0,0.333333,0.076923,37823,434039.3039,5609584.136
12.645134,0.342552,0.214252,0.5,1,1,0,0,0.019231,38092,442409.7429,5592099.995
12.277928,0.120087,0.36048,0.25,0.166667,0.333333,0,0,0.480769,38097,438603.7467,5607248.632
12.254863,0.186317,0.129486,0.25,1,0,0,0,0.038462,37799,442632.5752,5595040.374
12.230765,0.352984,0.223867,0.5,1,1,0,0.333333,0.105769,38034,434322.758,5609597.282
12.305918,0.304949,0.150422,0.5,1,1,0,0,0.057692,37484,433005.0658,5601304.796
12.392552,0.343523,0.223687,0.5,1,1,1,0,0.009615,38069,442603.1201,5591868.967
12.563747,0.327511,0.206205,0.5,1,1,0,0,0.067308,37581,436195.9673,5610169.364
12.706545,0.43474,0.22709,0.5,1,1,0,0,0.038462,37525,435518.7681,5609947.547
11.974254,0.128093,0.108962,0.25,0.5,0.333333,0,0,0.019231,37468,433459.4364,5610598.409
12.834681,0.569141,0.266215,0.5,1,1,0,0,0.134615,37797,440473.4795,5598477.421
12.554378,0.118147,0.298554,0.25,0.166667,0,0,0,0.5,37718,437032.904,5603847.818
12.417573,0.413877,0.20115,0.5,1,1,0,0,0.019231,37510,432835.0349,5604054.438
13.199324,0.459,0.294682,0.75,1,1,0.6,0,0.019231,37761,432095.2729,5610051.095
11.964001,0.135371,0.108377,0.25,0.166667,0,0,0.333333,0.230769,37748,433709.3729,5608578.468
12.574182,0.34983,0.206816,0.5,1,1,0,0,0.038462,37798,433897.9632,5602138.281
12.154779,0.154051,0.100581,0.25,1,0.333333,0,0,0.028846,37789,442542.7585,5592470.348
12.537173,0.370451,0.164431,0.5,1,1,0,0.333333,0.019231,38135,431218.1772,5608241.289
12.827992,0.378214,0.508265,0.5,0.166667,1,0,0,0.086538,37887,433744.2813,5608948.061
12.05102,0.192625,0.077723,0.25,1,0,0,0,0,38079,443362.7724,5594723.999
12.358794,0.299854,0.221796,0.25,0.166667,0.666667,0,0,0.201923,38026,434947.0118,5609069.027
12.103215,0.159631,0.093957,0.25,1,1,0,1,0.009615,37984,442636.8314,5592544.385
12.345835,0.152353,0.283336,0.25,0.166667,0.333333,0,0,0.403846,37917,437944.3874,5606851.038
12.136187,0.114022,0.168618,0.25,0,1,0,0,0.076923,37642,442611.4637,5595149.968
12.487485,0.395682,0.171563,0.5,1,1,0,0,0.048077,37533,433431.0214,5604357.1
12.567237,0.347889,0.370308,0.5,1,1,0,0,0,38157,433168.2455,5604754.249
12.7513,0.426492,0.278223,0.5,1,1,0,0,0.182692,38127,434318.989,5609045.752
12.663497,0.209364,0.405368,0.5,0.166667,1,0,0.333333,0.278846,37826,433980.9518,5607395.66
12.243349,0.264677,0.20207,0.25,1,1,0,0,0.019231,37497,431297.8487,5608211.825
12.256376,0.194323,0.216439,0.25,0,1,0,0.333333,0.019231,37704,433462.0864,5610474.851
12.575911,0.207424,0.281034,0.5,0.166667,1,0,0.333333,0.115385,37529,442011.0561,5593465.533
12.404924,0.333333,0.197857,0.25,1,1,0,0.333333,0.028846,37796,430895.8327,5610473.11
12.377923,0.1082,0.340432,0.25,0.166667,0.333333,0,0.333333,0.471154,37851,439746.3962,5604917.811
12.396693,0.121543,0.375543,0.25,0.166667,0.333333,0,0.666667,0.557692,37749,439378.4099,5604820.698
12.230765,0.142649,0.283111,0.25,0.166667,0,0,0.666667,0.403846,38154,438106.6254,5597382.863
12.706848,0.401262,0.34186,0.5,1,1,0,0,0.057692,37873,442331.7025,5594060.354
12.660328,0.204998,0.277046,0.5,0.166667,1,0,0,0.048077,37951,433495.324,5601284.309
12.959844,0.543183,0.21393,0.75,1,1,0.6,0,0.019231,37971,431709.5732,5610283.141
12.375815,0.259583,0.301828,0.25,0.5,1,0,0.666667,0.413462,37676,436654.0926,5606670.089
12.213545,0.163586,0.239137,0.25,0.5,0.333333,1,0,0.298077,37443,433721.3764,5607270.445
12.101689,0.192528,0.144453,0.25,1,0,0,0,0.019231,37712,431095.1272,5609679.112
12.213981,0.233139,0.149888,0.5,1,1,0,0,0.019231,37529,432944.0361,5604950.143
12.144197,0.147016,0.208939,0.25,0.166667,0.333333,0,0.333333,0.403846,37565,439859.7638,5597739.494
13.359015,0.314896,0.435289,0.75,0.166667,1,0.8,0,0.096154,37945,441757.542,5593357.415
12.100156,0.233624,0.483245,0.25,1,1,0.4,1,0.259615,37728,433647.929,5608163.851
12.577457,0.41606,0.18507,0.5,1,1,0,0,0.019231,37721,433242.6234,5601666.935
12.721587,0.375303,0.199684,0.5,1,1,0,0.333333,0.105769,38162,433409.0284,5609558.097
12.834681,0.412179,0.238802,0.5,1,1,1,0,0.057692,37755,442477.3838,5594659.089
12.468437,0.362445,0.212303,0.5,1,1,0,0,0.153846,37818,434309.2781,5601903.259
12.314927,0.241388,0.169036,0.25,1,1,0,0,0.076923,38113,434309.0003,5610325.047
12.228323,0.255701,0.162398,0.25,1,0,0,0,0.048077,37921,443178.6835,5594136.631
12.238056,0.11378,0.164463,0.25,0.166667,0.333333,0,0,0.509615,37524,439051.7735,5605160.97
11.99226,0.078603,0.089602,0.25,0.5,0,0,0.333333,0.240385,38122,433617.2062,5608566.679
12.388394,0.15769,0.271669,0.25,0.333333,0.333333,0,0,0.336538,37930,435458.0498,5607660.72
11.99226,0.170063,0.098395,0.25,1,0,0,0,0.076923,37505,442815.5102,5594425.34
12.417144,0.346676,0.376868,0.5,1,1,0,1,0.028846,38125,429959.3538,5606419.228
11.982929,0.194081,0.092445,0.25,1,0,0,0,0.173077,37490,439603.963,5608834.522
12.466512,0.232897,0.191001,0.5,0.166667,1,0.4,0,0.048077,37456,433367.1556,5603716.104
